KPI_Goal_Id,KPI_Goal_Description,KPI_Metric_Id,KPI_Metric,KPI_Metric_Description,Planned_Value,Real_Value,Weight
55,Increase the percentage of waste recycled.,450,Curbside and Containerized Recycling Diversion Rate - Brooklyn 18,"Percent of the Department’s residential waste stream (curbside and containerized metal, glass, plastic, organics and mixed paper) that is recycled.",100.0,15.543363440860215,0.013952817971565213
55,Increase the percentage of waste recycled.,451,Curbside and Containerized Recycling Diversion Rate - Queens 01,"Percent of the Department’s residential waste stream (curbside and containerized metal, glass, plastic, organics and mixed paper) that is recycled.",100.0,20.281234408602153,0.023894426417261486
55,Increase the percentage of waste recycled.,452,Curbside and Containerized Recycling Diversion Rate - Queens 02,"Percent of the Department’s residential waste stream (curbside and containerized metal, glass, plastic, organics and mixed paper) that is recycled.",100.0,21.51050752688172,0.024309931580722362
55,Increase the percentage of waste recycled.,453,Curbside and Containerized Recycling Diversion Rate - Queens 03,"Percent of the Department’s residential waste stream (curbside and containerized metal, glass, plastic, organics and mixed paper) that is recycled.",100.0,14.827948387096773,0.010969205914891802
55,Increase the percentage of waste recycled.,454,Curbside and Containerized Recycling Diversion Rate - Queens 04,"Percent of the Department’s residential waste stream (curbside and containerized metal, glass, plastic, organics and mixed paper) that is recycled.",100.0,15.798282795698924,0.023861287961242473
55,Increase the percentage of waste recycled.,455,Curbside and Containerized Recycling Diversion Rate - Queens 05,"Percent of the Department’s residential waste stream (curbside and containerized metal, glass, plastic, organics and mixed paper) that is recycled.",100.0,23.398570967741932,0.02039590548980291
55,Increase the percentage of waste recycled.,456,Curbside and Containerized Recycling Diversion Rate - Queens 06,"Percent of the Department’s residential waste stream (curbside and containerized metal, glass, plastic, organics and mixed paper) that is recycled.",100.0,21.32758494623656,0.027034411535998875
55,Increase the percentage of waste recycled.,457,Curbside and Containerized Recycling Diversion Rate - Queens 07,"Percent of the Department’s residential waste stream (curbside and containerized metal, glass, plastic, organics and mixed paper) that is recycled.",100.0,19.27290752688172,0.004141742767454935
55,Increase the percentage of waste recycled.,458,Curbside and Containerized Recycling Diversion Rate - Queens 08,"Percent of the Department’s residential waste stream (curbside and containerized metal, glass, plastic, organics and mixed paper) that is recycled.",100.0,16.513132258064516,0.01803045668106991
55,Increase the percentage of waste recycled.,459,Curbside and Containerized Recycling Diversion Rate - Queens 09,"Percent of the Department’s residential waste stream (curbside and containerized metal, glass, plastic, organics and mixed paper) that is recycled.",100.0,20.554098924731182,0.022687709226079517
55,Increase the percentage of waste recycled.,460,Curbside and Containerized Recycling Diversion Rate - Queens 10,"Percent of the Department’s residential waste stream (curbside and containerized metal, glass, plastic, organics and mixed paper) that is recycled.",100.0,19.602236559139786,0.031104445000565674
55,Increase the percentage of waste recycled.,461,Curbside and Containerized Recycling Diversion Rate - Queens 11,"Percent of the Department’s residential waste stream (curbside and containerized metal, glass, plastic, organics and mixed paper) that is recycled.",100.0,24.017248387096775,0.015359757421148139
55,Increase the percentage of waste recycled.,462,Curbside and Containerized Recycling Diversion Rate - Queens 12,"Percent of the Department’s residential waste stream (curbside and containerized metal, glass, plastic, organics and mixed paper) that is recycled.",100.0,14.830332258064516,0.0017175802932967966
55,Increase the percentage of waste recycled.,463,Curbside and Containerized Recycling Diversion Rate - Queens 13,"Percent of the Department’s residential waste stream (curbside and containerized metal, glass, plastic, organics and mixed paper) that is recycled.",100.0,19.21351182795699,0.008379437314147163
55,Increase the percentage of waste recycled.,464,Curbside and Containerized Recycling Diversion Rate - Queens 14,"Percent of the Department’s residential waste stream (curbside and containerized metal, glass, plastic, organics and mixed paper) that is recycled.",100.0,12.783352688172043,0.023292175440747045
55,Increase the percentage of waste recycled.,465,Curbside and Containerized Recycling Diversion Rate - Staten Island 01,"Percent of the Department’s residential waste stream (curbside and containerized metal, glass, plastic, organics and mixed paper) that is recycled.",100.0,19.307732258064515,0.02825252321311338
55,Increase the percentage of waste recycled.,466,Curbside and Containerized Recycling Diversion Rate - Staten Island 02,"Percent of the Department’s residential waste stream (curbside and containerized metal, glass, plastic, organics and mixed paper) that is recycled.",100.0,19.544196774193548,0.007584569592220796
55,Increase the percentage of waste recycled.,467,Curbside and Containerized Recycling Diversion Rate - Staten Island 03,"Percent of the Department’s residential waste stream (curbside and containerized metal, glass, plastic, organics and mixed paper) that is recycled.",100.0,20.581744086021505,0.02616156542961521
56,Increase the percentage of waste recycled.,468,Total annual recycling diversion rate (%),"Percentage of the City’s total waste stream that is recycled curbside plus all other recycling including institutional, bulk and other private sector recycling programs. Reported on an annual basis only. Full fiscal year data is available four to six months after the close of the year.",100.0,17.18,1.0
57,Increase the percentage of waste recycled.,469,Recycled tons per day (annual total),"Tons of recycled materials per day, including residential curbside and containerized, institutional, City office paper, indirect, bulk and private sector recyclables. Reported on an annual basis. Full fiscal year data is available four to six months after the close of the year.",2575.622187187951,2228.7666666666664,1.0
58,Increase the percentage of waste recycled.,470,"Curbside and containerized metal, glass and plastic recycled tons per day - Manhattan 01","Average daily tons of residential and institutional metal, glass and plastic collected by DSNY trucks. Source: Operations Management Division; Bureau of Planning and Budget.",12.681436410002387,10.616451612903226,0.0025602733272821134
58,Increase the percentage of waste recycled.,471,"Curbside and containerized metal, glass and plastic recycled tons per day - Manhattan 02","Average daily tons of residential and institutional metal, glass and plastic collected by DSNY trucks. Source: Operations Management Division; Bureau of Planning and Budget.",16.073935574861046,13.41978494623656,0.033369893718363686
58,Increase the percentage of waste recycled.,472,"Curbside and containerized metal, glass and plastic recycled tons per day - Manhattan 03","Average daily tons of residential and institutional metal, glass and plastic collected by DSNY trucks. Source: Operations Management Division; Bureau of Planning and Budget.",16.327335345358698,13.65337634408602,0.028238146173476544
58,Increase the percentage of waste recycled.,473,"Curbside and containerized metal, glass and plastic recycled tons per day - Manhattan 04","Average daily tons of residential and institutional metal, glass and plastic collected by DSNY trucks. Source: Operations Management Division; Bureau of Planning and Budget.",20.042981721642505,16.807186021505377,0.025728322188055288
58,Increase the percentage of waste recycled.,474,"Curbside and containerized metal, glass and plastic recycled tons per day - Manhattan 05","Average daily tons of residential and institutional metal, glass and plastic collected by DSNY trucks. Source: Operations Management Division; Bureau of Planning and Budget.",9.12962726291968,7.677096774193549,0.018233020881513733
58,Increase the percentage of waste recycled.,475,"Curbside and containerized metal, glass and plastic recycled tons per day - Manhattan 06","Average daily tons of residential and institutional metal, glass and plastic collected by DSNY trucks. Source: Operations Management Division; Bureau of Planning and Budget.",20.78281457854755,17.531182795698925,0.02564181922376283
58,Increase the percentage of waste recycled.,476,"Curbside and containerized metal, glass and plastic recycled tons per day - Manhattan 07","Average daily tons of residential and institutional metal, glass and plastic collected by DSNY trucks. Source: Operations Management Division; Bureau of Planning and Budget.",39.50732865913117,32.303440860215055,0.02275191523101467
58,Increase the percentage of waste recycled.,477,"Curbside and containerized metal, glass and plastic recycled tons per day - Manhattan 08","Average daily tons of residential and institutional metal, glass and plastic collected by DSNY trucks. Source: Operations Management Division; Bureau of Planning and Budget.",38.57307801332367,33.18912150537634,0.03609071867534785
58,Increase the percentage of waste recycled.,478,"Curbside and containerized metal, glass and plastic recycled tons per day - Manhattan 09","Average daily tons of residential and institutional metal, glass and plastic collected by DSNY trucks. Source: Operations Management Division; Bureau of Planning and Budget.",13.80724153452846,11.641898924731183,0.03250339960884509
58,Increase the percentage of waste recycled.,479,"Curbside and containerized metal, glass and plastic recycled tons per day - Manhattan 10","Average daily tons of residential and institutional metal, glass and plastic collected by DSNY trucks. Source: Operations Management Division; Bureau of Planning and Budget.",16.955650428648333,14.391599999999999,0.024772427351658317
58,Increase the percentage of waste recycled.,480,"Curbside and containerized metal, glass and plastic recycled tons per day - Manhattan 11","Average daily tons of residential and institutional metal, glass and plastic collected by DSNY trucks. Source: Operations Management Division; Bureau of Planning and Budget.",9.909574285961135,8.450043010752688,0.01486691520718897
58,Increase the percentage of waste recycled.,481,"Curbside and containerized metal, glass and plastic recycled tons per day - Manhattan 12","Average daily tons of residential and institutional metal, glass and plastic collected by DSNY trucks. Source: Operations Management Division; Bureau of Planning and Budget.",25.492446578672645,21.799827956989247,0.010606842357027685
58,Increase the percentage of waste recycled.,482,"Curbside and containerized metal, glass and plastic recycled tons per day - Bronx 01","Average daily tons of residential and institutional metal, glass and plastic collected by DSNY trucks. Source: Operations Management Division; Bureau of Planning and Budget.",7.423258874163974,6.2108602150537635,0.026386999741052138
58,Increase the percentage of waste recycled.,483,"Curbside and containerized metal, glass and plastic recycled tons per day - Bronx 02","Average daily tons of residential and institutional metal, glass and plastic collected by DSNY trucks. Source: Operations Management Division; Bureau of Planning and Budget.",7.603503348910342,6.511290322580645,0.011974776491038295
58,Increase the percentage of waste recycled.,484,"Curbside and containerized metal, glass and plastic recycled tons per day - Bronx 03","Average daily tons of residential and institutional metal, glass and plastic collected by DSNY trucks. Source: Operations Management Division; Bureau of Planning and Budget.",8.989729071646988,7.728602150537634,0.015534984826030846
58,Increase the percentage of waste recycled.,485,"Curbside and containerized metal, glass and plastic recycled tons per day - Bronx 04","Average daily tons of residential and institutional metal, glass and plastic collected by DSNY trucks. Source: Operations Management Division; Bureau of Planning and Budget.",17.17090395931328,14.676077419354838,0.026755899149195395
58,Increase the percentage of waste recycled.,486,"Curbside and containerized metal, glass and plastic recycled tons per day - Bronx 05","Average daily tons of residential and institutional metal, glass and plastic collected by DSNY trucks. Source: Operations Management Division; Bureau of Planning and Budget.",17.59618444362424,14.339786021505375,0.005402814000917536
58,Increase the percentage of waste recycled.,487,"Curbside and containerized metal, glass and plastic recycled tons per day - Bronx 06","Average daily tons of residential and institutional metal, glass and plastic collected by DSNY trucks. Source: Operations Management Division; Bureau of Planning and Budget.",11.570789353794622,9.784968817204302,0.0005446338854816437
58,Increase the percentage of waste recycled.,488,"Curbside and containerized metal, glass and plastic recycled tons per day - Bronx 07","Average daily tons of residential and institutional metal, glass and plastic collected by DSNY trucks. Source: Operations Management Division; Bureau of Planning and Budget.",22.827963402748914,19.16338924731183,0.008452677594630066
58,Increase the percentage of waste recycled.,489,"Curbside and containerized metal, glass and plastic recycled tons per day - Bronx 08","Average daily tons of residential and institutional metal, glass and plastic collected by DSNY trucks. Source: Operations Management Division; Bureau of Planning and Budget.",18.74766510796857,15.642689247311827,0.0031131992760983344
58,Increase the percentage of waste recycled.,490,"Curbside and containerized metal, glass and plastic recycled tons per day - Bronx 09","Average daily tons of residential and institutional metal, glass and plastic collected by DSNY trucks. Source: Operations Management Division; Bureau of Planning and Budget.",18.122214103794736,15.04548494623656,0.00782961201161348
58,Increase the percentage of waste recycled.,491,"Curbside and containerized metal, glass and plastic recycled tons per day - Bronx 10","Average daily tons of residential and institutional metal, glass and plastic collected by DSNY trucks. Source: Operations Management Division; Bureau of Planning and Budget.",20.487408411423917,17.389860215053766,0.036167769091891816
58,Increase the percentage of waste recycled.,492,"Curbside and containerized metal, glass and plastic recycled tons per day - Bronx 11","Average daily tons of residential and institutional metal, glass and plastic collected by DSNY trucks. Source: Operations Management Division; Bureau of Planning and Budget.",17.38005667906976,14.539032258064518,0.0050016558875876785
58,Increase the percentage of waste recycled.,493,"Curbside and containerized metal, glass and plastic recycled tons per day - Bronx 12","Average daily tons of residential and institutional metal, glass and plastic collected by DSNY trucks. Source: Operations Management Division; Bureau of Planning and Budget.",28.236489896059204,23.81962580645161,0.012228526448179988
58,Increase the percentage of waste recycled.,494,"Curbside and containerized metal, glass and plastic recycled tons per day - Brooklyn 01","Average daily tons of residential and institutional metal, glass and plastic collected by DSNY trucks. Source: Operations Management Division; Bureau of Planning and Budget.",24.988279614605407,20.785075268817202,0.029505739179722462
58,Increase the percentage of waste recycled.,495,"Curbside and containerized metal, glass and plastic recycled tons per day - Brooklyn 02","Average daily tons of residential and institutional metal, glass and plastic collected by DSNY trucks. Source: Operations Management Division; Bureau of Planning and Budget.",20.605360320527815,16.889225806451613,0.028062401188065515
58,Increase the percentage of waste recycled.,496,"Curbside and containerized metal, glass and plastic recycled tons per day - Brooklyn 03","Average daily tons of residential and institutional metal, glass and plastic collected by DSNY trucks. Source: Operations Management Division; Bureau of Planning and Budget.",18.458370065987033,15.595698924731185,0.013619099419170434
58,Increase the percentage of waste recycled.,497,"Curbside and containerized metal, glass and plastic recycled tons per day - Brooklyn 04","Average daily tons of residential and institutional metal, glass and plastic collected by DSNY trucks. Source: Operations Management Division; Bureau of Planning and Budget.",18.575103114820298,15.42279569892473,0.03538393416627591
58,Increase the percentage of waste recycled.,498,"Curbside and containerized metal, glass and plastic recycled tons per day - Brooklyn 05","Average daily tons of residential and institutional metal, glass and plastic collected by DSNY trucks. Source: Operations Management Division; Bureau of Planning and Budget.",21.229376386019883,17.744906451612902,0.010554364941266678
58,Increase the percentage of waste recycled.,499,"Curbside and containerized metal, glass and plastic recycled tons per day - Brooklyn 08","Average daily tons of residential and institutional metal, glass and plastic collected by DSNY trucks. Source: Operations Management Division; Bureau of Planning and Budget.",14.406381190422943,11.946666666666665,0.022353584216170546
58,Increase the percentage of waste recycled.,500,"Curbside and containerized metal, glass and plastic recycled tons per day - Brooklyn 06","Average daily tons of residential and institutional metal, glass and plastic collected by DSNY trucks. Source: Operations Management Division; Bureau of Planning and Budget.",21.812871051251683,18.148389247311826,0.014189045857654832
58,Increase the percentage of waste recycled.,501,"Curbside and containerized metal, glass and plastic recycled tons per day - Brooklyn 07","Average daily tons of residential and institutional metal, glass and plastic collected by DSNY trucks. Source: Operations Management Division; Bureau of Planning and Budget.",20.5676411425526,17.221827956989245,0.019689450280299926
58,Increase the percentage of waste recycled.,502,"Curbside and containerized metal, glass and plastic recycled tons per day - Brooklyn 09","Average daily tons of residential and institutional metal, glass and plastic collected by DSNY trucks. Source: Operations Management Division; Bureau of Planning and Budget.",12.257806236965793,10.229535483870968,0.0011654988186138714
58,Increase the percentage of waste recycled.,503,"Curbside and containerized metal, glass and plastic recycled tons per day - Brooklyn 10","Average daily tons of residential and institutional metal, glass and plastic collected by DSNY trucks. Source: Operations Management Division; Bureau of Planning and Budget.",23.054855818578748,19.295483870967743,0.0046645176707225825
58,Increase the percentage of waste recycled.,504,"Curbside and containerized metal, glass and plastic recycled tons per day - Brooklyn 11","Average daily tons of residential and institutional metal, glass and plastic collected by DSNY trucks. Source: Operations Management Division; Bureau of Planning and Budget.",26.344769294722468,22.554301075268818,0.005385900770731915
58,Increase the percentage of waste recycled.,505,"Curbside and containerized metal, glass and plastic recycled tons per day - Brooklyn 12","Average daily tons of residential and institutional metal, glass and plastic collected by DSNY trucks. Source: Operations Management Division; Bureau of Planning and Budget.",21.55792880765967,17.79763440860215,0.01482287111165466
58,Increase the percentage of waste recycled.,506,"Curbside and containerized metal, glass and plastic recycled tons per day - Brooklyn 13","Average daily tons of residential and institutional metal, glass and plastic collected by DSNY trucks. Source: Operations Management Division; Bureau of Planning and Budget.",11.556952760408148,9.75774623655914,0.005854562647063884
58,Increase the percentage of waste recycled.,507,"Curbside and containerized metal, glass and plastic recycled tons per day - Brooklyn 14","Average daily tons of residential and institutional metal, glass and plastic collected by DSNY trucks. Source: Operations Management Division; Bureau of Planning and Budget.",20.58399190957629,16.934405376344085,0.012013708520980614
58,Increase the percentage of waste recycled.,508,"Curbside and containerized metal, glass and plastic recycled tons per day - Brooklyn 15","Average daily tons of residential and institutional metal, glass and plastic collected by DSNY trucks. Source: Operations Management Division; Bureau of Planning and Budget.",25.247859269913842,20.943870967741937,0.02683840389311228
58,Increase the percentage of waste recycled.,509,"Curbside and containerized metal, glass and plastic recycled tons per day - Brooklyn 16","Average daily tons of residential and institutional metal, glass and plastic collected by DSNY trucks. Source: Operations Management Division; Bureau of Planning and Budget.",8.294111113859998,6.965268817204301,0.03108862134659713
58,Increase the percentage of waste recycled.,510,"Curbside and containerized metal, glass and plastic recycled tons per day - Brooklyn 17","Average daily tons of residential and institutional metal, glass and plastic collected by DSNY trucks. Source: Operations Management Division; Bureau of Planning and Budget.",22.361602175919316,18.62236559139785,0.012244001310933518
58,Increase the percentage of waste recycled.,511,"Curbside and containerized metal, glass and plastic recycled tons per day - Brooklyn 18","Average daily tons of residential and institutional metal, glass and plastic collected by DSNY trucks. Source: Operations Management Division; Bureau of Planning and Budget.",31.80728879089507,26.03258064516129,0.03358023280132895
58,Increase the percentage of waste recycled.,512,"Curbside and containerized metal, glass and plastic recycled tons per day - Queens 01","Average daily tons of residential and institutional metal, glass and plastic collected by DSNY trucks. Source: Operations Management Division; Bureau of Planning and Budget.",34.01018668223868,28.52475698924731,0.018165467339560162
58,Increase the percentage of waste recycled.,513,"Curbside and containerized metal, glass and plastic recycled tons per day - Queens 02","Average daily tons of residential and institutional metal, glass and plastic collected by DSNY trucks. Source: Operations Management Division; Bureau of Planning and Budget.",20.109311273698694,17.105675268817205,0.0036676575001357635
58,Increase the percentage of waste recycled.,514,"Curbside and containerized metal, glass and plastic recycled tons per day - Queens 03","Average daily tons of residential and institutional metal, glass and plastic collected by DSNY trucks. Source: Operations Management Division; Bureau of Planning and Budget.",24.97924024034523,20.818494623655912,0.011597865884204665
58,Increase the percentage of waste recycled.,515,"Curbside and containerized metal, glass and plastic recycled tons per day - Queens 04","Average daily tons of residential and institutional metal, glass and plastic collected by DSNY trucks. Source: Operations Management Division; Bureau of Planning and Budget.",23.1977403143288,19.186666666666664,0.01876945041341758
58,Increase the percentage of waste recycled.,516,"Curbside and containerized metal, glass and plastic recycled tons per day - Queens 05","Average daily tons of residential and institutional metal, glass and plastic collected by DSNY trucks. Source: Operations Management Division; Bureau of Planning and Budget.",36.659901128918634,31.16451612903226,0.022262303923465315
58,Increase the percentage of waste recycled.,517,"Curbside and containerized metal, glass and plastic recycled tons per day - Queens 06","Average daily tons of residential and institutional metal, glass and plastic collected by DSNY trucks. Source: Operations Management Division; Bureau of Planning and Budget.",19.254569273708242,16.11531827956989,0.016201460377154735
58,Increase the percentage of waste recycled.,518,"Curbside and containerized metal, glass and plastic recycled tons per day - Queens 07","Average daily tons of residential and institutional metal, glass and plastic collected by DSNY trucks. Source: Operations Management Division; Bureau of Planning and Budget.",37.13988006132046,31.264516129032256,0.001714295135666433
58,Increase the percentage of waste recycled.,519,"Curbside and containerized metal, glass and plastic recycled tons per day - Queens 08","Average daily tons of residential and institutional metal, glass and plastic collected by DSNY trucks. Source: Operations Management Division; Bureau of Planning and Budget.",21.02702997840456,17.225376344086023,0.024963366459539116
58,Increase the percentage of waste recycled.,520,"Curbside and containerized metal, glass and plastic recycled tons per day - Queens 09","Average daily tons of residential and institutional metal, glass and plastic collected by DSNY trucks. Source: Operations Management Division; Bureau of Planning and Budget.",27.471988085906116,22.98471182795699,0.025584322679745274
58,Increase the percentage of waste recycled.,521,"Curbside and containerized metal, glass and plastic recycled tons per day - Queens 10","Average daily tons of residential and institutional metal, glass and plastic collected by DSNY trucks. Source: Operations Management Division; Bureau of Planning and Budget.",25.091097725150437,21.487956989247312,0.014383500501681386
58,Increase the percentage of waste recycled.,522,"Curbside and containerized metal, glass and plastic recycled tons per day - Queens 11","Average daily tons of residential and institutional metal, glass and plastic collected by DSNY trucks. Source: Operations Management Division; Bureau of Planning and Budget.",22.502202685847223,18.542135483870968,0.01882964344116263
58,Increase the percentage of waste recycled.,523,"Curbside and containerized metal, glass and plastic recycled tons per day - Queens 12","Average daily tons of residential and institutional metal, glass and plastic collected by DSNY trucks. Source: Operations Management Division; Bureau of Planning and Budget.",41.98848800873264,36.108479569892474,0.011047968318269642
58,Increase the percentage of waste recycled.,524,"Curbside and containerized metal, glass and plastic recycled tons per day - Queens 13","Average daily tons of residential and institutional metal, glass and plastic collected by DSNY trucks. Source: Operations Management Division; Bureau of Planning and Budget.",41.82116078112411,34.29129032258065,0.01201822975034406
58,Increase the percentage of waste recycled.,525,"Curbside and containerized metal, glass and plastic recycled tons per day - Queens 14","Average daily tons of residential and institutional metal, glass and plastic collected by DSNY trucks. Source: Operations Management Division; Bureau of Planning and Budget.",13.568178291801152,11.346881720430108,0.0043017708536579186
58,Increase the percentage of waste recycled.,526,"Curbside and containerized metal, glass and plastic recycled tons per day - Staten Island 01","Average daily tons of residential and institutional metal, glass and plastic collected by DSNY trucks. Source: Operations Management Division; Bureau of Planning and Budget.",35.30379945258794,29.92248172043011,0.027582343553497604
58,Increase the percentage of waste recycled.,527,"Curbside and containerized metal, glass and plastic recycled tons per day - Staten Island 02","Average daily tons of residential and institutional metal, glass and plastic collected by DSNY trucks. Source: Operations Management Division; Bureau of Planning and Budget.",27.194061110008743,23.38168494623656,0.011955800800367511
58,Increase the percentage of waste recycled.,528,"Curbside and containerized metal, glass and plastic recycled tons per day - Staten Island 03","Average daily tons of residential and institutional metal, glass and plastic collected by DSNY trucks. Source: Operations Management Division; Bureau of Planning and Budget.",37.00989785003888,31.04566451612903,0.00118137258051032
59,Improve efficiency of waste handling.,529,Tons of refuse disposed (000),Total refuse tonnage disposed by the Department.,316.4384468574914,270.0488461538461,1.0
60,Improve efficiency of waste handling.,530,Tons per day disposed,Average tons of refuse disposed per operational day.,12835.730695509252,10695.607692307693,1.0
61,Enforcement of recycling regulations.,531,Recycling summonses issued,Summonses issued to residents and commercial establishments for violating recycling regulations. Source: Bureau of Planning and Budget.,6614.053888033439,5612.038461538462,1.0
62,agencywide indicators,532,Total Office of Administrative Trials and Hearings violations issued,The number of notices of violation issued by DSNY that fall under the jurisdiction of the Environmental Control Board (ECB). Source: Bureau of Planning & Budget.,36492.81511837715,30714.33653846154,1.0
63,agencywide indicators,533,Private transfer station permits,The number of private transfer station permits issued by the Department.,68.66900911746595,58.213592233009706,0.015947373060676097
64,agencywide indicators,534,Private transfer station inspections performed,The number of inspections of legally permitted private transfer stations performed by the Department’s permit unit.Source: Permit inspection unit report.,500.148518105267,423.44,1.0
65,Ensure that all parks and playgrounds are clean and in good condition.,535,"Citywide acceptability rating for the overall condition of small parks and playgrounds, large parks & greenstreets (%)","The percent of park sites that pass an inspection based on up to 16 individual features.  If three or more features are rated unacceptable based on the Parks Inspection Program’s standards, or if one condition is judged a serious safety hazard, the entire site is rated unacceptable. Additionally, a failed cleanliness rating will automatically result in an unacceptable rating for overall condition. Park sites included in this rating are playgrounds, small parks, large parks, and greenstreets (street triangles and medians landscaped with horticultural installations).",100.0,87.47115384615384,1.0
66,Ensure that all parks and playgrounds are clean and in good condition.,536,"Citywide acceptability rating for the cleanliness of small parks and playgrounds, large parks & greenstreets (%)","The percent of park sites with acceptable cleanliness based on the acceptability of litter, broken glass, graffiti, and weeds or ice (depending on the season) at a site.  A park will fail for cleanliness if two of the four cleanliness features are  unacceptable or if conditions for one feature are egregious based on the Parks Inspection Program’s standards. Park sites included in this rating are playgrounds, small parks, large parks, and greenstreets (street triangles and medians landscaped with horticultural installations).",100.0,92.8173076923077,1.0
67,Ensure that all parks and playgrounds are clean and in good condition.,537,"Acceptable by feature small parks, large parks & greenstreets (%) — Play equipment","The percent of play equipment in all parks, playgrounds and greenstreets rated acceptable based on the Parks Inspection Program's standards. Play equipment includes, but is not limited to, slides and jungle gyms, handball court walls, and chess and checkers tables.",100.0,96.14423076923077,1.0
68,Ensure that all parks and playgrounds are clean and in good condition.,538,"Acceptable by feature small parks, large parks & greenstreets (%) — Safety surface","The percent of safety surfaces (impact-absorbing material placed on the ground) in all parks, playgrounds and greenstreets rated acceptable based on the Parks Inspection Program's standards.  This includes safety matting under playground equipment and wood chipping under adult exercise equipment.",100.0,94.15384615384616,1.0
69,Ensure that all parks and playgrounds are clean and in good condition.,539,Citywide acceptability rating for the overall condition of small parks and playgrounds (%),"The percent of small parks (six acres or less) and playgrounds that pass an inspection based on up to 16 individual features.  If three or more features are rated unacceptable based on the Parks Inspection Program’s standards, or if one condition is judged a serious safety hazard, the entire site is rated unacceptable. Additionally, a failed cleanliness rating will automatically result in an unacceptable rating for overall condition.",100.0,87.02884615384616,1.0
70,Ensure that all parks and playgrounds are clean and in good condition.,540,Citywide acceptability rating for the cleanliness of small parks and playgrounds (%),"The percent of small parks (six acres or less) and playgrounds with acceptable cleanliness based on the acceptability of litter, broken glass, graffiti, and weeds or ice (depending on the season) at a site.  A park will fail for cleanliness if two of the four cleanliness features are  unacceptable or if conditions for one feature are egregious based on the Parks Inspection Program’s standards.",100.0,92.63461538461539,1.0
71,Ensure that all parks and playgrounds are clean and in good condition.,541,Citywide acceptability rating for the overall condition of large parks (%),"The percent of large parks (more than six acres) that pass an inspection based on up to 16 individual features.  If three or more features are rated unacceptable based on the Parks Inspection Program’s standards, or if one condition is judged a serious safety hazard, the entire site is rated unacceptable. Additionally, a failed cleanliness rating will automatically result in an unacceptable rating for overall condition.",100.0,82.66346153846153,1.0
72,Ensure that all parks and playgrounds are clean and in good condition.,542,Citywide acceptability rating for the cleanliness of large parks (%),"The percent of large parks (more than six acres) with acceptable cleanliness based on the acceptability of litter, broken glass, graffiti, and weeds or ice (depending on the season) at a site.  A park will fail for cleanliness if two of the four cleanliness features are  unacceptable or if conditions for one feature are egregious based on the Parks Inspection Program’s standards.",100.0,88.89423076923077,1.0
73,Ensure that all parks and playgrounds are clean and in good condition.,543,Citywide acceptability rating for the overall condition of greenstreets (%),"The percent of greenstreets (street triangles and medians landscaped with horticultural installations) that pass an inspection based on up to 16 individual features.  If three or more features are rated unacceptable based on the Parks Inspection Program’s standards, or if one condition is judged a serious safety hazard, the entire site is rated unacceptable. Additionally, a failed cleanliness rating will automatically result in an unacceptable rating for overall condition.",100.0,95.04807692307692,1.0
74,Ensure that all parks and playgrounds are clean and in good condition.,544,Citywide acceptability rating for the cleanliness of greenstreets (%),"The percent of greenstreets (street triangles and medians landscaped with horticultural installations) with acceptable cleanliness based on the acceptability of litter, broken glass, graffiti, and weeds or ice (depending on the season) at a site.  A park will fail for cleanliness if two of the four cleanliness features are  unacceptable or if conditions for one feature are egregious based on the Parks Inspection Program’s standards.",100.0,98.9326923076923,1.0
75,Ensure that all parks and playgrounds are clean and in good condition.,545,Public restrooms in service (in season only) (%),"From April 1st to October 31st, the percent of public restrooms that are open and in service at the time of park inspections.",100.0,94.2,1.0
76,Ensure that all parks and playgrounds are clean and in good condition.,546,Spray showers in service (in season only) (%),"From Memorial Day to Labor Day, the percent of spray showers operating at the time of inspection. Spray showers are required to be on when the temperature exceeds 80 degrees and children are present.",100.0,96.53658536585365,1.0
77,Ensure that all parks and playgrounds are clean and in good condition.,547,Drinking fountains in service (in season only) (%),"From Memorial Day to Columbus Day, the percent of drinking fountains operating at the time of inspection.",100.0,95.80434782608695,1.0
78,Ensure that all parks and playgrounds are clean and in good condition.,548,Monuments receiving annual maintenance (%),The percent of Park’s monuments and public art in the City’s collection that receive maintenance on a yearly basis.,100.0,6.0,1.0
79,Maintain and preserve trees under DPR stewardship.,549,Street trees pruned — Block program,"The number of street trees pruned in the block program during the reporting period.  Through the block program DPR prunes City street trees on an established cycle to ensure tree health and to minimize safety hazards, such as low-hanging limbs over sidewalks and trees blocking traffic signs. Note: Due to changes in funding, the established pruning cycle can be subject to change.",5719.707287219613,4814.165048543689,1.0
80,Maintain and preserve trees under DPR stewardship.,550,Annual pruning goal completed (%),The percent of the funding-based annual pruning goal that was completed during the reporting period.,100.0,7.555555555555555,1.0
81,Maintain and preserve trees under DPR stewardship.,551,Street trees pruned as a percent of pruning eligible trees,"The number of pruning eligible street trees (trees 5 inches and larger in diameter) that were pruned using block pruning contracts divided by the total number of pruning eligible trees (490,417) as determined by the 2005–2006 street tree census.",100.0,8.73,1.0
82,Service Level Agreement Indicators,552,Public service requests received — Total (Forestry),"The total number of public service requests received from 311 and the Department's internet request form for forestry work during the reporting period. Examples include requests for the removal of dead trees, hanging limbs or tree stumps, and tree emergencies.",80704.13724227781,69455.5294117647,1.0
