task_id,task_type,description,pre_tasks,requirements,affected_factors
373,Type A,Description task 373,"[10, 214, 424, 102, 260, 207]","{""certificates"": [""CEH""], ""majors"": ""CS"", ""type_majors"": ""Avg""}","[(1, 'Product', 2), (2, 'Product', 1), (3, 'Product', 4), (4, 'Product', 4), (5, 'Product', 3), (6, 'Product', 5), (7, 'Product', 4), (8, 'Product', 2), (9, 'Product', 1), (10, 'Product', 4), (11, 'Environment', 4), (12, 'Environment', 2), (13, 'Environment', 1), (14, 'Environment', 1), (15, 'Environment', 2), (16, 'Environment', 2), (17, 'Environment', 5), (18, 'Environment', 5), (19, 'Environment', 1), (20, 'Environment', 1)]"
374,Type A,Description task 374,"[241, 136, 421]","{""certificates"": [""CSPA""], ""majors"": ""EE&TC Eng"", ""type_majors"": ""Good""}","[(1, 'Product', 2), (2, 'Product', 3), (3, 'Product', 2), (4, 'Product', 2), (5, 'Product', 5), (6, 'Product', 2), (7, 'Product', 4), (8, 'Product', 2), (9, 'Product', 3), (10, 'Product', 5), (11, 'Environment', 4), (12, 'Environment', 2), (13, 'Environment', 5), (14, 'Environment', 4), (15, 'Environment', 3), (16, 'Environment', 3), (17, 'Environment', 2), (18, 'Environment', 5), (19, 'Environment', 2), (20, 'Environment', 4)]"
375,Type A,Description task 375,"[114, 491, 24, 32, 314, 200]","{""certificates"": [""CEH""], ""majors"": ""IT"", ""type_majors"": ""Outst""}","[(1, 'Product', 1), (2, 'Product', 4), (3, 'Product', 1), (4, 'Product', 3), (5, 'Product', 2), (6, 'Product', 2), (7, 'Product', 3), (8, 'Product', 4), (9, 'Product', 2), (10, 'Product', 5), (11, 'Environment', 5), (12, 'Environment', 3), (13, 'Environment', 3), (14, 'Environment', 1), (15, 'Environment', 5), (16, 'Environment', 2), (17, 'Environment', 4), (18, 'Environment', 3), (19, 'Environment', 4), (20, 'Environment', 1)]"
376,Type A,Description task 376,"[71, 163]","{""certificates"": [""CSPA""], ""majors"": ""IT"", ""type_majors"": ""Good""}","[(1, 'Product', 4), (2, 'Product', 1), (3, 'Product', 2), (4, 'Product', 2), (5, 'Product', 2), (6, 'Product', 2), (7, 'Product', 3), (8, 'Product', 2), (9, 'Product', 3), (10, 'Product', 4), (11, 'Environment', 3), (12, 'Environment', 2), (13, 'Environment', 5), (14, 'Environment', 2), (15, 'Environment', 3), (16, 'Environment', 3), (17, 'Environment', 1), (18, 'Environment', 3), (19, 'Environment', 2), (20, 'Environment', 2)]"
377,Type B,Description task 377,"[232, 166, 146]","{""certificates"": [""CSPA""], ""majors"": ""EE&TC Eng"", ""type_majors"": ""Outst""}","[(1, 'Product', 4), (2, 'Product', 3), (3, 'Product', 3), (4, 'Product', 4), (5, 'Product', 3), (6, 'Product', 1), (7, 'Product', 1), (8, 'Product', 2), (9, 'Product', 2), (10, 'Product', 1), (11, 'Environment', 5), (12, 'Environment', 5), (13, 'Environment', 4), (14, 'Environment', 1), (15, 'Environment', 4), (16, 'Environment', 3), (17, 'Environment', 3), (18, 'Environment', 1), (19, 'Environment', 1), (20, 'Environment', 4)]"
378,Type B,Description task 378,"[118, 283, 50, 475, 24]","{""certificates"": [""CSPA""], ""majors"": ""CS"", ""type_majors"": ""Avg""}","[(1, 'Product', 2), (2, 'Product', 1), (3, 'Product', 3), (4, 'Product', 3), (5, 'Product', 4), (6, 'Product', 2), (7, 'Product', 5), (8, 'Product', 2), (9, 'Product', 2), (10, 'Product', 2), (11, 'Environment', 2), (12, 'Environment', 3), (13, 'Environment', 5), (14, 'Environment', 5), (15, 'Environment', 2), (16, 'Environment', 2), (17, 'Environment', 4), (18, 'Environment', 2), (19, 'Environment', 2), (20, 'Environment', 2)]"
379,Type B,Description task 379,"[70, 452, 374, 148, 165, 115]","{""certificates"": [""CSPA""], ""majors"": ""CS"", ""type_majors"": ""Outst""}","[(1, 'Product', 4), (2, 'Product', 5), (3, 'Product', 2), (4, 'Product', 1), (5, 'Product', 2), (6, 'Product', 3), (7, 'Product', 2), (8, 'Product', 4), (9, 'Product', 2), (10, 'Product', 2), (11, 'Environment', 1), (12, 'Environment', 3), (13, 'Environment', 5), (14, 'Environment', 2), (15, 'Environment', 1), (16, 'Environment', 3), (17, 'Environment', 5), (18, 'Environment', 2), (19, 'Environment', 5), (20, 'Environment', 3)]"
380,Type B,Description task 380,"[417, 69, 250]","{""certificates"": [""CISSP""], ""majors"": ""IT"", ""type_majors"": ""Excel""}","[(1, 'Product', 2), (2, 'Product', 2), (3, 'Product', 2), (4, 'Product', 4), (5, 'Product', 2), (6, 'Product', 3), (7, 'Product', 1), (8, 'Product', 3), (9, 'Product', 3), (10, 'Product', 1), (11, 'Environment', 1), (12, 'Environment', 5), (13, 'Environment', 3), (14, 'Environment', 4), (15, 'Environment', 3), (16, 'Environment', 3), (17, 'Environment', 3), (18, 'Environment', 5), (19, 'Environment', 4), (20, 'Environment', 5)]"
381,Type A,Description task 381,"[302, 199, 174, 20]","{""certificates"": [""CSPA""], ""majors"": ""IT"", ""type_majors"": ""Good""}","[(1, 'Product', 3), (2, 'Product', 5), (3, 'Product', 3), (4, 'Product', 1), (5, 'Product', 5), (6, 'Product', 3), (7, 'Product', 1), (8, 'Product', 4), (9, 'Product', 1), (10, 'Product', 4), (11, 'Environment', 2), (12, 'Environment', 4), (13, 'Environment', 2), (14, 'Environment', 4), (15, 'Environment', 1), (16, 'Environment', 5), (17, 'Environment', 5), (18, 'Environment', 5), (19, 'Environment', 4), (20, 'Environment', 4)]"
382,Type A,Description task 382,"[248, 194]","{""certificates"": [""CEH""], ""majors"": ""IT"", ""type_majors"": ""Good""}","[(1, 'Product', 4), (2, 'Product', 3), (3, 'Product', 5), (4, 'Product', 2), (5, 'Product', 4), (6, 'Product', 5), (7, 'Product', 2), (8, 'Product', 3), (9, 'Product', 5), (10, 'Product', 1), (11, 'Environment', 5), (12, 'Environment', 1), (13, 'Environment', 1), (14, 'Environment', 4), (15, 'Environment', 5), (16, 'Environment', 3), (17, 'Environment', 4), (18, 'Environment', 3), (19, 'Environment', 5), (20, 'Environment', 5)]"
383,Type A,Description task 383,"[371, 247, 130]","{""certificates"": [""OSCE""], ""majors"": ""IT"", ""type_majors"": ""Good""}","[(1, 'Product', 2), (2, 'Product', 5), (3, 'Product', 1), (4, 'Product', 5), (5, 'Product', 5), (6, 'Product', 3), (7, 'Product', 1), (8, 'Product', 5), (9, 'Product', 3), (10, 'Product', 5), (11, 'Environment', 3), (12, 'Environment', 3), (13, 'Environment', 1), (14, 'Environment', 2), (15, 'Environment', 1), (16, 'Environment', 2), (17, 'Environment', 2), (18, 'Environment', 1), (19, 'Environment', 5), (20, 'Environment', 2)]"
384,Type B,Description task 384,[310],"{""certificates"": [""CSPA""], ""majors"": ""DS"", ""type_majors"": ""Outst""}","[(1, 'Product', 1), (2, 'Product', 2), (3, 'Product', 1), (4, 'Product', 1), (5, 'Product', 1), (6, 'Product', 5), (7, 'Product', 1), (8, 'Product', 4), (9, 'Product', 4), (10, 'Product', 3), (11, 'Environment', 5), (12, 'Environment', 1), (13, 'Environment', 5), (14, 'Environment', 4), (15, 'Environment', 4), (16, 'Environment', 5), (17, 'Environment', 4), (18, 'Environment', 2), (19, 'Environment', 5), (20, 'Environment', 2)]"
385,Type C,Description task 385,"[151, 62]","{""certificates"": [""OSCP""], ""majors"": ""Math"", ""type_majors"": ""Outst""}","[(1, 'Product', 2), (2, 'Product', 5), (3, 'Product', 2), (4, 'Product', 5), (5, 'Product', 1), (6, 'Product', 4), (7, 'Product', 2), (8, 'Product', 3), (9, 'Product', 2), (10, 'Product', 3), (11, 'Environment', 3), (12, 'Environment', 1), (13, 'Environment', 1), (14, 'Environment', 4), (15, 'Environment', 4), (16, 'Environment', 5), (17, 'Environment', 1), (18, 'Environment', 5), (19, 'Environment', 1), (20, 'Environment', 4)]"
386,Type B,Description task 386,"[453, 144, 75]","{""certificates"": [""CSPA""], ""majors"": ""CS"", ""type_majors"": ""Good""}","[(1, 'Product', 3), (2, 'Product', 1), (3, 'Product', 4), (4, 'Product', 1), (5, 'Product', 4), (6, 'Product', 4), (7, 'Product', 2), (8, 'Product', 3), (9, 'Product', 2), (10, 'Product', 2), (11, 'Environment', 5), (12, 'Environment', 2), (13, 'Environment', 3), (14, 'Environment', 1), (15, 'Environment', 3), (16, 'Environment', 3), (17, 'Environment', 3), (18, 'Environment', 5), (19, 'Environment', 4), (20, 'Environment', 5)]"
387,Type A,Description task 387,[253],"{""certificates"": [""CHFI""], ""majors"": ""Math"", ""type_majors"": ""Avg""}","[(1, 'Product', 2), (2, 'Product', 2), (3, 'Product', 5), (4, 'Product', 3), (5, 'Product', 5), (6, 'Product', 5), (7, 'Product', 4), (8, 'Product', 3), (9, 'Product', 5), (10, 'Product', 3), (11, 'Environment', 4), (12, 'Environment', 1), (13, 'Environment', 3), (14, 'Environment', 4), (15, 'Environment', 5), (16, 'Environment', 2), (17, 'Environment', 4), (18, 'Environment', 4), (19, 'Environment', 2), (20, 'Environment', 2)]"
388,Type B,Description task 388,"[266, 455]","{""certificates"": [""CSPA""], ""majors"": ""DS"", ""type_majors"": ""Outst""}","[(1, 'Product', 5), (2, 'Product', 3), (3, 'Product', 5), (4, 'Product', 4), (5, 'Product', 5), (6, 'Product', 3), (7, 'Product', 3), (8, 'Product', 3), (9, 'Product', 3), (10, 'Product', 1), (11, 'Environment', 2), (12, 'Environment', 1), (13, 'Environment', 3), (14, 'Environment', 4), (15, 'Environment', 2), (16, 'Environment', 4), (17, 'Environment', 4), (18, 'Environment', 2), (19, 'Environment', 2), (20, 'Environment', 3)]"
389,Type C,Description task 389,"[420, 115, 241, 290, 220, 124]","{""certificates"": [""OSCP""], ""majors"": ""Math"", ""type_majors"": ""Outst""}","[(1, 'Product', 2), (2, 'Product', 3), (3, 'Product', 2), (4, 'Product', 2), (5, 'Product', 2), (6, 'Product', 2), (7, 'Product', 1), (8, 'Product', 3), (9, 'Product', 4), (10, 'Product', 3), (11, 'Environment', 3), (12, 'Environment', 2), (13, 'Environment', 5), (14, 'Environment', 2), (15, 'Environment', 5), (16, 'Environment', 3), (17, 'Environment', 4), (18, 'Environment', 5), (19, 'Environment', 1), (20, 'Environment', 2)]"
390,Type A,Description task 390,"[481, 365]","{""certificates"": [""CISSP""], ""majors"": ""CS"", ""type_majors"": ""Avg""}","[(1, 'Product', 2), (2, 'Product', 5), (3, 'Product', 1), (4, 'Product', 5), (5, 'Product', 3), (6, 'Product', 1), (7, 'Product', 1), (8, 'Product', 2), (9, 'Product', 1), (10, 'Product', 4), (11, 'Environment', 1), (12, 'Environment', 1), (13, 'Environment', 2), (14, 'Environment', 1), (15, 'Environment', 5), (16, 'Environment', 1), (17, 'Environment', 5), (18, 'Environment', 3), (19, 'Environment', 1), (20, 'Environment', 1)]"
391,Type C,Description task 391,"[429, 335, 477, 249]","{""certificates"": [""OSCP""], ""majors"": ""Math"", ""type_majors"": ""Avg""}","[(1, 'Product', 4), (2, 'Product', 5), (3, 'Product', 4), (4, 'Product', 4), (5, 'Product', 5), (6, 'Product', 5), (7, 'Product', 4), (8, 'Product', 1), (9, 'Product', 5), (10, 'Product', 1), (11, 'Environment', 3), (12, 'Environment', 4), (13, 'Environment', 5), (14, 'Environment', 3), (15, 'Environment', 3), (16, 'Environment', 5), (17, 'Environment', 4), (18, 'Environment', 2), (19, 'Environment', 5), (20, 'Environment', 3)]"
392,Type C,Description task 392,"[30, 304, 174, 287, 31]","{""certificates"": [""CSPA""], ""majors"": ""IT"", ""type_majors"": ""Outst""}","[(1, 'Product', 3), (2, 'Product', 3), (3, 'Product', 3), (4, 'Product', 4), (5, 'Product', 5), (6, 'Product', 4), (7, 'Product', 1), (8, 'Product', 1), (9, 'Product', 2), (10, 'Product', 1), (11, 'Environment', 3), (12, 'Environment', 3), (13, 'Environment', 2), (14, 'Environment', 3), (15, 'Environment', 2), (16, 'Environment', 5), (17, 'Environment', 1), (18, 'Environment', 4), (19, 'Environment', 3), (20, 'Environment', 3)]"
393,Type C,Description task 393,"[43, 365]","{""certificates"": [""CEH""], ""majors"": ""DS"", ""type_majors"": ""Excel""}","[(1, 'Product', 1), (2, 'Product', 2), (3, 'Product', 1), (4, 'Product', 4), (5, 'Product', 2), (6, 'Product', 2), (7, 'Product', 4), (8, 'Product', 4), (9, 'Product', 4), (10, 'Product', 4), (11, 'Environment', 3), (12, 'Environment', 5), (13, 'Environment', 1), (14, 'Environment', 5), (15, 'Environment', 4), (16, 'Environment', 2), (17, 'Environment', 3), (18, 'Environment', 1), (19, 'Environment', 1), (20, 'Environment', 3)]"
394,Type C,Description task 394,[139],"{""certificates"": [""CSPA""], ""majors"": ""EE&TC Eng"", ""type_majors"": ""Avg""}","[(1, 'Product', 5), (2, 'Product', 3), (3, 'Product', 1), (4, 'Product', 1), (5, 'Product', 4), (6, 'Product', 4), (7, 'Product', 2), (8, 'Product', 2), (9, 'Product', 3), (10, 'Product', 4), (11, 'Environment', 3), (12, 'Environment', 5), (13, 'Environment', 3), (14, 'Environment', 1), (15, 'Environment', 2), (16, 'Environment', 5), (17, 'Environment', 3), (18, 'Environment', 4), (19, 'Environment', 1), (20, 'Environment', 4)]"
395,Type B,Description task 395,"[16, 335, 248, 212, 270, 442]","{""certificates"": [""CISSP""], ""majors"": ""CS"", ""type_majors"": ""Avg""}","[(1, 'Product', 2), (2, 'Product', 3), (3, 'Product', 3), (4, 'Product', 1), (5, 'Product', 2), (6, 'Product', 5), (7, 'Product', 5), (8, 'Product', 1), (9, 'Product', 4), (10, 'Product', 1), (11, 'Environment', 2), (12, 'Environment', 4), (13, 'Environment', 5), (14, 'Environment', 1), (15, 'Environment', 5), (16, 'Environment', 4), (17, 'Environment', 5), (18, 'Environment', 2), (19, 'Environment', 1), (20, 'Environment', 5)]"
396,Type A,Description task 396,"[75, 382, 230, 258, 91]","{""certificates"": [""CHFI""], ""majors"": ""DS"", ""type_majors"": ""Good""}","[(1, 'Product', 3), (2, 'Product', 3), (3, 'Product', 2), (4, 'Product', 3), (5, 'Product', 4), (6, 'Product', 2), (7, 'Product', 4), (8, 'Product', 5), (9, 'Product', 1), (10, 'Product', 5), (11, 'Environment', 5), (12, 'Environment', 2), (13, 'Environment', 4), (14, 'Environment', 5), (15, 'Environment', 2), (16, 'Environment', 4), (17, 'Environment', 2), (18, 'Environment', 2), (19, 'Environment', 4), (20, 'Environment', 1)]"
397,Type B,Description task 397,"[358, 323, 350, 399, 161, 447]","{""certificates"": [""CSPA""], ""majors"": ""EE&TC Eng"", ""type_majors"": ""Excel""}","[(1, 'Product', 1), (2, 'Product', 4), (3, 'Product', 3), (4, 'Product', 5), (5, 'Product', 5), (6, 'Product', 1), (7, 'Product', 1), (8, 'Product', 1), (9, 'Product', 1), (10, 'Product', 3), (11, 'Environment', 2), (12, 'Environment', 2), (13, 'Environment', 5), (14, 'Environment', 2), (15, 'Environment', 2), (16, 'Environment', 4), (17, 'Environment', 4), (18, 'Environment', 3), (19, 'Environment', 3), (20, 'Environment', 4)]"
398,Type C,Description task 398,"[133, 326, 39, 479, 20]","{""certificates"": [""OSCP""], ""majors"": ""CS"", ""type_majors"": ""Outst""}","[(1, 'Product', 4), (2, 'Product', 4), (3, 'Product', 5), (4, 'Product', 5), (5, 'Product', 3), (6, 'Product', 5), (7, 'Product', 2), (8, 'Product', 1), (9, 'Product', 1), (10, 'Product', 3), (11, 'Environment', 2), (12, 'Environment', 2), (13, 'Environment', 3), (14, 'Environment', 5), (15, 'Environment', 2), (16, 'Environment', 3), (17, 'Environment', 4), (18, 'Environment', 3), (19, 'Environment', 1), (20, 'Environment', 5)]"
399,Type A,Description task 399,"[243, 371]","{""certificates"": [""CISSP""], ""majors"": ""EE&TC Eng"", ""type_majors"": ""Avg""}","[(1, 'Product', 5), (2, 'Product', 1), (3, 'Product', 1), (4, 'Product', 4), (5, 'Product', 1), (6, 'Product', 3), (7, 'Product', 1), (8, 'Product', 1), (9, 'Product', 5), (10, 'Product', 2), (11, 'Environment', 3), (12, 'Environment', 1), (13, 'Environment', 5), (14, 'Environment', 3), (15, 'Environment', 4), (16, 'Environment', 3), (17, 'Environment', 4), (18, 'Environment', 3), (19, 'Environment', 4), (20, 'Environment', 5)]"
400,Type B,Description task 400,"[184, 424, 92, 8, 313, 177]","{""certificates"": [""CEH""], ""majors"": ""Math"", ""type_majors"": ""Avg""}","[(1, 'Product', 3), (2, 'Product', 1), (3, 'Product', 5), (4, 'Product', 1), (5, 'Product', 5), (6, 'Product', 1), (7, 'Product', 1), (8, 'Product', 3), (9, 'Product', 1), (10, 'Product', 3), (11, 'Environment', 2), (12, 'Environment', 3), (13, 'Environment', 4), (14, 'Environment', 5), (15, 'Environment', 1), (16, 'Environment', 4), (17, 'Environment', 4), (18, 'Environment', 2), (19, 'Environment', 2), (20, 'Environment', 2)]"
401,Type A,Description task 401,"[169, 433, 314, 107, 45, 489]","{""certificates"": [""CHFI""], ""majors"": ""CS"", ""type_majors"": ""Avg""}","[(1, 'Product', 5), (2, 'Product', 2), (3, 'Product', 5), (4, 'Product', 5), (5, 'Product', 3), (6, 'Product', 2), (7, 'Product', 4), (8, 'Product', 1), (9, 'Product', 3), (10, 'Product', 3), (11, 'Environment', 1), (12, 'Environment', 5), (13, 'Environment', 5), (14, 'Environment', 1), (15, 'Environment', 5), (16, 'Environment', 1), (17, 'Environment', 2), (18, 'Environment', 3), (19, 'Environment', 5), (20, 'Environment', 1)]"
402,Type C,Description task 402,"[397, 137, 200, 447, 310, 85]","{""certificates"": [""CSPA""], ""majors"": ""IT"", ""type_majors"": ""Avg""}","[(1, 'Product', 1), (2, 'Product', 4), (3, 'Product', 5), (4, 'Product', 3), (5, 'Product', 4), (6, 'Product', 5), (7, 'Product', 5), (8, 'Product', 3), (9, 'Product', 5), (10, 'Product', 5), (11, 'Environment', 5), (12, 'Environment', 3), (13, 'Environment', 5), (14, 'Environment', 1), (15, 'Environment', 5), (16, 'Environment', 3), (17, 'Environment', 2), (18, 'Environment', 4), (19, 'Environment', 3), (20, 'Environment', 2)]"
403,Type A,Description task 403,"[51, 68, 449, 181, 265]","{""certificates"": [""CISSP""], ""majors"": ""Math"", ""type_majors"": ""Good""}","[(1, 'Product', 2), (2, 'Product', 5), (3, 'Product', 3), (4, 'Product', 5), (5, 'Product', 4), (6, 'Product', 2), (7, 'Product', 3), (8, 'Product', 1), (9, 'Product', 2), (10, 'Product', 2), (11, 'Environment', 4), (12, 'Environment', 2), (13, 'Environment', 4), (14, 'Environment', 2), (15, 'Environment', 2), (16, 'Environment', 5), (17, 'Environment', 2), (18, 'Environment', 2), (19, 'Environment', 2), (20, 'Environment', 1)]"
404,Type C,Description task 404,"[140, 192, 63, 158]","{""certificates"": [""CHFI""], ""majors"": ""CS"", ""type_majors"": ""Excel""}","[(1, 'Product', 2), (2, 'Product', 4), (3, 'Product', 1), (4, 'Product', 5), (5, 'Product', 4), (6, 'Product', 2), (7, 'Product', 2), (8, 'Product', 5), (9, 'Product', 4), (10, 'Product', 5), (11, 'Environment', 2), (12, 'Environment', 4), (13, 'Environment', 5), (14, 'Environment', 5), (15, 'Environment', 5), (16, 'Environment', 4), (17, 'Environment', 1), (18, 'Environment', 4), (19, 'Environment', 2), (20, 'Environment', 2)]"
405,Type A,Description task 405,"[41, 240, 55, 48, 459, 303]","{""certificates"": [""OSCP""], ""majors"": ""EE&TC Eng"", ""type_majors"": ""Outst""}","[(1, 'Product', 4), (2, 'Product', 1), (3, 'Product', 3), (4, 'Product', 1), (5, 'Product', 4), (6, 'Product', 3), (7, 'Product', 4), (8, 'Product', 4), (9, 'Product', 2), (10, 'Product', 1), (11, 'Environment', 2), (12, 'Environment', 4), (13, 'Environment', 1), (14, 'Environment', 2), (15, 'Environment', 4), (16, 'Environment', 4), (17, 'Environment', 4), (18, 'Environment', 5), (19, 'Environment', 1), (20, 'Environment', 4)]"
406,Type C,Description task 406,"[323, 78, 424]","{""certificates"": [""CEH""], ""majors"": ""EE&TC Eng"", ""type_majors"": ""Avg""}","[(1, 'Product', 5), (2, 'Product', 4), (3, 'Product', 5), (4, 'Product', 1), (5, 'Product', 1), (6, 'Product', 4), (7, 'Product', 3), (8, 'Product', 1), (9, 'Product', 1), (10, 'Product', 4), (11, 'Environment', 4), (12, 'Environment', 1), (13, 'Environment', 4), (14, 'Environment', 3), (15, 'Environment', 4), (16, 'Environment', 2), (17, 'Environment', 2), (18, 'Environment', 4), (19, 'Environment', 2), (20, 'Environment', 4)]"
407,Type B,Description task 407,[64],"{""certificates"": [""OSCP""], ""majors"": ""CS"", ""type_majors"": ""Excel""}","[(1, 'Product', 5), (2, 'Product', 5), (3, 'Product', 5), (4, 'Product', 3), (5, 'Product', 4), (6, 'Product', 2), (7, 'Product', 4), (8, 'Product', 4), (9, 'Product', 5), (10, 'Product', 1), (11, 'Environment', 1), (12, 'Environment', 5), (13, 'Environment', 1), (14, 'Environment', 2), (15, 'Environment', 3), (16, 'Environment', 2), (17, 'Environment', 3), (18, 'Environment', 1), (19, 'Environment', 4), (20, 'Environment', 5)]"
408,Type B,Description task 408,"[4, 342, 133, 382]","{""certificates"": [""OSCE""], ""majors"": ""Math"", ""type_majors"": ""Outst""}","[(1, 'Product', 5), (2, 'Product', 1), (3, 'Product', 5), (4, 'Product', 5), (5, 'Product', 4), (6, 'Product', 3), (7, 'Product', 2), (8, 'Product', 2), (9, 'Product', 1), (10, 'Product', 4), (11, 'Environment', 3), (12, 'Environment', 2), (13, 'Environment', 1), (14, 'Environment', 1), (15, 'Environment', 5), (16, 'Environment', 1), (17, 'Environment', 5), (18, 'Environment', 5), (19, 'Environment', 1), (20, 'Environment', 4)]"
409,Type C,Description task 409,"[119, 3, 319, 333, 35, 73]","{""certificates"": [""OSCE""], ""majors"": ""EE&TC Eng"", ""type_majors"": ""Outst""}","[(1, 'Product', 2), (2, 'Product', 1), (3, 'Product', 4), (4, 'Product', 5), (5, 'Product', 2), (6, 'Product', 5), (7, 'Product', 3), (8, 'Product', 2), (9, 'Product', 2), (10, 'Product', 5), (11, 'Environment', 1), (12, 'Environment', 4), (13, 'Environment', 3), (14, 'Environment', 5), (15, 'Environment', 2), (16, 'Environment', 3), (17, 'Environment', 2), (18, 'Environment', 3), (19, 'Environment', 2), (20, 'Environment', 3)]"
410,Type A,Description task 410,[14],"{""certificates"": [""CEH""], ""majors"": ""EE&TC Eng"", ""type_majors"": ""Outst""}","[(1, 'Product', 2), (2, 'Product', 3), (3, 'Product', 3), (4, 'Product', 1), (5, 'Product', 2), (6, 'Product', 3), (7, 'Product', 4), (8, 'Product', 3), (9, 'Product', 1), (10, 'Product', 2), (11, 'Environment', 3), (12, 'Environment', 5), (13, 'Environment', 2), (14, 'Environment', 3), (15, 'Environment', 5), (16, 'Environment', 2), (17, 'Environment', 1), (18, 'Environment', 2), (19, 'Environment', 2), (20, 'Environment', 3)]"
411,Type C,Description task 411,"[106, 388]","{""certificates"": [""CSPA""], ""majors"": ""EE&TC Eng"", ""type_majors"": ""Outst""}","[(1, 'Product', 5), (2, 'Product', 1), (3, 'Product', 4), (4, 'Product', 1), (5, 'Product', 5), (6, 'Product', 2), (7, 'Product', 4), (8, 'Product', 5), (9, 'Product', 3), (10, 'Product', 1), (11, 'Environment', 3), (12, 'Environment', 1), (13, 'Environment', 3), (14, 'Environment', 3), (15, 'Environment', 1), (16, 'Environment', 5), (17, 'Environment', 3), (18, 'Environment', 5), (19, 'Environment', 2), (20, 'Environment', 5)]"
412,Type C,Description task 412,"[379, 151, 403]","{""certificates"": [""CEH""], ""majors"": ""Math"", ""type_majors"": ""Avg""}","[(1, 'Product', 1), (2, 'Product', 2), (3, 'Product', 2), (4, 'Product', 2), (5, 'Product', 5), (6, 'Product', 1), (7, 'Product', 1), (8, 'Product', 2), (9, 'Product', 1), (10, 'Product', 5), (11, 'Environment', 4), (12, 'Environment', 1), (13, 'Environment', 2), (14, 'Environment', 3), (15, 'Environment', 4), (16, 'Environment', 5), (17, 'Environment', 4), (18, 'Environment', 3), (19, 'Environment', 1), (20, 'Environment', 1)]"
413,Type A,Description task 413,"[64, 159, 377, 342, 221, 155]","{""certificates"": [""CISSP""], ""majors"": ""Math"", ""type_majors"": ""Outst""}","[(1, 'Product', 5), (2, 'Product', 2), (3, 'Product', 3), (4, 'Product', 5), (5, 'Product', 5), (6, 'Product', 4), (7, 'Product', 5), (8, 'Product', 3), (9, 'Product', 5), (10, 'Product', 4), (11, 'Environment', 1), (12, 'Environment', 3), (13, 'Environment', 5), (14, 'Environment', 4), (15, 'Environment', 1), (16, 'Environment', 3), (17, 'Environment', 3), (18, 'Environment', 1), (19, 'Environment', 5), (20, 'Environment', 3)]"
414,Type C,Description task 414,"[382, 151]","{""certificates"": [""CHFI""], ""majors"": ""IT"", ""type_majors"": ""Excel""}","[(1, 'Product', 5), (2, 'Product', 3), (3, 'Product', 1), (4, 'Product', 1), (5, 'Product', 2), (6, 'Product', 1), (7, 'Product', 1), (8, 'Product', 2), (9, 'Product', 2), (10, 'Product', 4), (11, 'Environment', 3), (12, 'Environment', 2), (13, 'Environment', 5), (14, 'Environment', 1), (15, 'Environment', 4), (16, 'Environment', 1), (17, 'Environment', 1), (18, 'Environment', 5), (19, 'Environment', 4), (20, 'Environment', 2)]"
415,Type B,Description task 415,"[167, 406, 21]","{""certificates"": [""OSCP""], ""majors"": ""IT"", ""type_majors"": ""Outst""}","[(1, 'Product', 3), (2, 'Product', 1), (3, 'Product', 2), (4, 'Product', 2), (5, 'Product', 2), (6, 'Product', 5), (7, 'Product', 2), (8, 'Product', 2), (9, 'Product', 4), (10, 'Product', 3), (11, 'Environment', 5), (12, 'Environment', 1), (13, 'Environment', 4), (14, 'Environment', 3), (15, 'Environment', 4), (16, 'Environment', 3), (17, 'Environment', 2), (18, 'Environment', 2), (19, 'Environment', 4), (20, 'Environment', 3)]"
416,Type B,Description task 416,"[360, 5, 407, 215, 3, 422]","{""certificates"": [""CHFI""], ""majors"": ""Math"", ""type_majors"": ""Good""}","[(1, 'Product', 2), (2, 'Product', 4), (3, 'Product', 4), (4, 'Product', 4), (5, 'Product', 2), (6, 'Product', 3), (7, 'Product', 2), (8, 'Product', 4), (9, 'Product', 2), (10, 'Product', 5), (11, 'Environment', 3), (12, 'Environment', 2), (13, 'Environment', 5), (14, 'Environment', 4), (15, 'Environment', 3), (16, 'Environment', 4), (17, 'Environment', 5), (18, 'Environment', 2), (19, 'Environment', 5), (20, 'Environment', 1)]"
417,Type C,Description task 417,"[495, 46, 177, 140, 77, 382]","{""certificates"": [""CSPA""], ""majors"": ""EE&TC Eng"", ""type_majors"": ""Good""}","[(1, 'Product', 4), (2, 'Product', 2), (3, 'Product', 4), (4, 'Product', 5), (5, 'Product', 3), (6, 'Product', 4), (7, 'Product', 5), (8, 'Product', 4), (9, 'Product', 5), (10, 'Product', 4), (11, 'Environment', 1), (12, 'Environment', 1), (13, 'Environment', 2), (14, 'Environment', 2), (15, 'Environment', 1), (16, 'Environment', 5), (17, 'Environment', 3), (18, 'Environment', 1), (19, 'Environment', 4), (20, 'Environment', 2)]"
418,Type C,Description task 418,"[293, 313, 68, 22]","{""certificates"": [""CSPA""], ""majors"": ""DS"", ""type_majors"": ""Excel""}","[(1, 'Product', 2), (2, 'Product', 2), (3, 'Product', 1), (4, 'Product', 5), (5, 'Product', 4), (6, 'Product', 2), (7, 'Product', 5), (8, 'Product', 5), (9, 'Product', 3), (10, 'Product', 2), (11, 'Environment', 2), (12, 'Environment', 3), (13, 'Environment', 4), (14, 'Environment', 2), (15, 'Environment', 5), (16, 'Environment', 2), (17, 'Environment', 5), (18, 'Environment', 4), (19, 'Environment', 1), (20, 'Environment', 3)]"
